Denmark,Minute 71,Jan Molby,Jesper Olsen,http://thesoccerworldcups.com/games/1986_denmark_spain.php
Spain,Minute 46 (in the break),Eloy,Julio Salinas,http://thesoccerworldcups.com/games/1986_denmark_spain.php
Spain,Minute 83,Francisco,Michel,http://thesoccerworldcups.com/games/1986_denmark_spain.php
Brazil,Minute 65,Muller,Romario,http://thesoccerworldcups.com/games/1990_brazil_scotland.php
Scotland,Minute 39,Gary Gillespie,Murdo Mcleod,http://thesoccerworldcups.com/games/1990_brazil_scotland.php
Scotland,Minute 79,Robert Fleck,Alistair Mccoist,http://thesoccerworldcups.com/games/1990_brazil_scotland.php
Germany,Minute 72,Tim Borowski,Bastian Schweinsteiger,http://thesoccerworldcups.com/games/2006_germany_sweden.php
Germany,Minute 74,Oliver Neuville,Lukas Podolski,http://thesoccerworldcups.com/games/2006_germany_sweden.php
Germany,Minute 85,Sebastian Kehl,Torsten Frings,http://thesoccerworldcups.com/games/2006_germany_sweden.php
Sweden,Minute 39,Petter Hansson,Kim Kallstrom,http://thesoccerworldcups.com/games/2006_germany_sweden.php
Sweden,Minute 52,Christian Wilhelmsson,Mattias Jonson,http://thesoccerworldcups.com/games/2006_germany_sweden.php
Sweden,Minute 72,Marcus Allback,Zlatan Ibrahimovic,http://thesoccerworldcups.com/games/2006_germany_sweden.php
Denmark,Minute 34,Jakob Poulsen,Martin Jorgensen,http://thesoccerworldcups.com/games/2010_denmark_japan.php
Denmark,Minute 56,Soren Larsen,Per Kroldrup,http://thesoccerworldcups.com/games/2010_denmark_japan.php
Denmark,Minute 63,Christian Eriksen,Thomas Kahlenberg,http://thesoccerworldcups.com/games/2010_denmark_japan.php
Japan,Minute 74,Shinji Okazaki,Daisuke Matsui,http://thesoccerworldcups.com/games/2010_denmark_japan.php
Japan,Minute 88,Yasuyuki Konno,Yoshito Okubo,http://thesoccerworldcups.com/games/2010_denmark_japan.php
Japan,Minute 90+1,Junichi Inamoto,Yasuhito Endo,http://thesoccerworldcups.com/games/2010_denmark_japan.php
