Australia,Minute 66,Brett Holman,Carl Valeri,http://thesoccerworldcups.com/games/2010_australia_serbia.php
Australia,Minute 66,Scott Chipperfield,Marco Bresciano,http://thesoccerworldcups.com/games/2010_australia_serbia.php
Australia,Minute 82,Richard Garcia,Luke Wilkshire,http://thesoccerworldcups.com/games/2010_australia_serbia.php
Serbia,Minute 62,Zoran Tosic,Milos Krasic,http://thesoccerworldcups.com/games/2010_australia_serbia.php
Serbia,Minute 67,Marko Pantelic,Nikola Zigic,http://thesoccerworldcups.com/games/2010_australia_serbia.php
Serbia,Minute 77,Danko Lazovic,Zdravko Kuzmanovic,http://thesoccerworldcups.com/games/2010_australia_serbia.php
Brazil,Minute 65,Carpegiani,Leivinha,http://thesoccerworldcups.com/games/1974_scotland_brazil.php
Portugal,Minute 70,Miguel Veloso,Raul Meireles,http://thesoccerworldcups.com/games/2010_portugal_north_korea.php
Portugal,Minute 74,Duda,Simao,http://thesoccerworldcups.com/games/2010_portugal_north_korea.php
Portugal,Minute 77,Liedson,Hugo Almeida,http://thesoccerworldcups.com/games/2010_portugal_north_korea.php
North Korea,Minute 58,Kum Il Kim,Nam Chol Pak,http://thesoccerworldcups.com/games/2010_portugal_north_korea.php
North Korea,Minute 58,Yong Jun Kim,In Guk Mun,http://thesoccerworldcups.com/games/2010_portugal_north_korea.php
North Korea,Minute 75,Song Chol Nam,Jong Hyok Cha,http://thesoccerworldcups.com/games/2010_portugal_north_korea.php
Brazil,Minute 63,Adriano,Juninho Pernambucano,http://thesoccerworldcups.com/games/2006_brazil_france.php
Brazil,Minute 76,Cicinho,Cafu,http://thesoccerworldcups.com/games/2006_brazil_france.php
Brazil,Minute 79,Robinho,Kaka,http://thesoccerworldcups.com/games/2006_brazil_france.php
France,Minute 77,Sidney Govou,Franck Ribery,http://thesoccerworldcups.com/games/2006_brazil_france.php
France,Minute 81,Sylvain Wiltord,Florent Malouda,http://thesoccerworldcups.com/games/2006_brazil_france.php
France,Minute 86,Louis Saha,Thierry Henry,http://thesoccerworldcups.com/games/2006_brazil_france.php
Argentina,Minute 61,Abel Balbo,Claudio Lopez,http://thesoccerworldcups.com/games/1998_argentina_japan.php
Argentina,Minute 72,Jose Chamot,Roberto Sensini,http://thesoccerworldcups.com/games/1998_argentina_japan.php
Japan,Minute 65,Wagner Lopes,Masashi Nakayama,http://thesoccerworldcups.com/games/1998_argentina_japan.php
Japan,Minute 84,Takashi Hirano,Naoki Soma,http://thesoccerworldcups.com/games/1998_argentina_japan.php
England,Minute 56,Kieron Dyer,Trevor Sinclair,http://thesoccerworldcups.com/games/2002_england_brazil.php
England,Minute 79,Darius Vassell,Michael Owen,http://thesoccerworldcups.com/games/2002_england_brazil.php
England,Minute 80,Teddy Sheringham,Ashley Cole,http://thesoccerworldcups.com/games/2002_england_brazil.php
Brazil,Minute 70,Edilson,Ronaldo,http://thesoccerworldcups.com/games/2002_england_brazil.php
Spain,Minute 49,Manuel Jimenez,Andrinua,http://thesoccerworldcups.com/games/1990_spain_yugoslavia.php
Spain,Minute 79,Rafa Paz,Emilio Butragueno,http://thesoccerworldcups.com/games/1990_spain_yugoslavia.php
Yugoslavia,Minute 55,Dejan Savicevic,Darko Pancev,http://thesoccerworldcups.com/games/1990_spain_yugoslavia.php
Yugoslavia,Minute 79,Zoran Vulic,Srecko Katanec,http://thesoccerworldcups.com/games/1990_spain_yugoslavia.php
Ghana,Minute 56,Quincy Owusu-Abeyie,Prince Tagoe,http://thesoccerworldcups.com/games/2010_ghana_australia.php
Ghana,Minute 77,Sulley Muntari,Kwadwo Asamoah,http://thesoccerworldcups.com/games/2010_ghana_australia.php
Ghana,Minute 87,Matthew Amoah,Kevin Prince Boateng,http://thesoccerworldcups.com/games/2010_ghana_australia.php
Australia,Minute 66,Scott Chipperfield,Marco Bresciano,http://thesoccerworldcups.com/games/2010_ghana_australia.php
Australia,Minute 68,Joshua Kennedy,Brett Holman,http://thesoccerworldcups.com/games/2010_ghana_australia.php
Australia,Minute 84,Nikita Rukavytsya,Luke Wilkshire,http://thesoccerworldcups.com/games/2010_ghana_australia.php
Japan,Minute 56,Koji Nakata,Mitsuo Ogasawara,http://thesoccerworldcups.com/games/2006_japan_brazil.php
Japan,Minute 60,Naohiro Takahara,Seiichiro Maki,http://thesoccerworldcups.com/games/2006_japan_brazil.php
Japan,Minute 66,Masashi Oguro,Naohiro Takahara,http://thesoccerworldcups.com/games/2006_japan_brazil.php
Brazil,Minute 71,Ze Roberto,Kaka,http://thesoccerworldcups.com/games/2006_japan_brazil.php
Brazil,Minute 71,Ricardinho,Ronaldinho,http://thesoccerworldcups.com/games/2006_japan_brazil.php
Brazil,Minute 82,Rogerio Ceni,Dida,http://thesoccerworldcups.com/games/2006_japan_brazil.php
France,Minute 30,David Trezeguet,Christophe Dugarry,http://thesoccerworldcups.com/games/1998_france_saudi_arabia.php
France,Minute 58,Youri Djorkaeff,Bernard Diomede,http://thesoccerworldcups.com/games/1998_france_saudi_arabia.php
France,Minute 79,Robert Pires,Thierry Henry,http://thesoccerworldcups.com/games/1998_france_saudi_arabia.php
Saudi Arabia,Minute 33,Ibrahim Al Harbi,Said Al Owayran,http://thesoccerworldcups.com/games/1998_france_saudi_arabia.php
Saudi Arabia,Minute 65,Khaled Al Muwallid,Ibrahim Al Harbi,http://thesoccerworldcups.com/games/1998_france_saudi_arabia.php
Saudi Arabia,Minute 76,Ahmed Al Dosari,Mohammed Al Jahani,http://thesoccerworldcups.com/games/1998_france_saudi_arabia.php
Romania,Minute 84,Nica Panduru,Dorinel Munteanu,http://thesoccerworldcups.com/games/1994_romania_sweden.php
Sweden,Minute 84,Pontus Kamark,Joachim Bjorklund,http://thesoccerworldcups.com/games/1994_romania_sweden.php
Sweden,Minute 107,Henrik Larsson,Martin Dahlin,http://thesoccerworldcups.com/games/1994_romania_sweden.php
Argentina,Minute 46 (in the break),Claudio Caniggia,Oscar Ruggeri,http://thesoccerworldcups.com/games/1990_argentina_cameroon.php
Argentina,Minute 69,Gabriel Calderon,Roberto Sensini,http://thesoccerworldcups.com/games/1990_argentina_cameroon.php
Cameroon,Minute 66,Thomas Libiih,Louis Mfede,http://thesoccerworldcups.com/games/1990_argentina_cameroon.php
Cameroon,Minute 81,Roger Milla,Cyrille Makanaky,http://thesoccerworldcups.com/games/1990_argentina_cameroon.php
Brazil,Minute 70,Denilson,Bebeto,http://thesoccerworldcups.com/games/1998_brazil_holland.php
Brazil,Minute 85,Emerson,Leonardo,http://thesoccerworldcups.com/games/1998_brazil_holland.php
Holland,Minute 56,Aron Winter,Michael Reiziger,http://thesoccerworldcups.com/games/1998_brazil_holland.php
Holland,Minute 75,Pierre Van Hooijdonk,Boudewijn Zenden,http://thesoccerworldcups.com/games/1998_brazil_holland.php
Holland,Minute 111,Clarence Seedorf,Wim Jonk,http://thesoccerworldcups.com/games/1998_brazil_holland.php
Soviet Union,Minute 66,Ivan Yaremchuk,Gennadi Litovchenko,http://thesoccerworldcups.com/games/1990_soviet_union_romania.php
Soviet Union,Minute 71,Aleksandr Borodyuk,Igor Dobrovolskyi,http://thesoccerworldcups.com/games/1990_soviet_union_romania.php
Romania,Minute 80,Gavril Balint,Florin Raducioiu,http://thesoccerworldcups.com/games/1990_soviet_union_romania.php
Romania,Minute 87,Ilie Dumitrescu,Marius Lacatus,http://thesoccerworldcups.com/games/1990_soviet_union_romania.php
East Germany,Minute 46 (in the break),Harald Irmscher,Erich Hamann,http://thesoccerworldcups.com/games/1974_brazil_east_germany.php
East Germany,Minute 64,Wolfram Loewe,Reinhard Lauck,http://thesoccerworldcups.com/games/1974_brazil_east_germany.php
Argentina,Minute 51,Pedro Troglio,Julio Olarticoechea,http://thesoccerworldcups.com/games/1990_argentina_yugoslavia.php
Argentina,Minute 87,Gustavo Dezotti,Gabriel Calderon,http://thesoccerworldcups.com/games/1990_argentina_yugoslavia.php
Yugoslavia,Minute 61,Dejan Savicevic,Safet Susic,http://thesoccerworldcups.com/games/1990_argentina_yugoslavia.php
Uruguay,Minute 38,Andres Scotti,Diego Lugano,http://thesoccerworldcups.com/games/2010_uruguay_ghana.php
Uruguay,Minute 46 (in the break),Nicolas Lodeiro,Alvaro Fernandez,http://thesoccerworldcups.com/games/2010_uruguay_ghana.php
Uruguay,Minute 76,Sebastian Abreu,Edinson Cavani,http://thesoccerworldcups.com/games/2010_uruguay_ghana.php
Ghana,Minute 74,Stephen Appiah,Samuel Inkoom,http://thesoccerworldcups.com/games/2010_uruguay_ghana.php
Ghana,Minute 88,Dominic Adiyiah,Sulley Muntari,http://thesoccerworldcups.com/games/2010_uruguay_ghana.php
Brazil,Minute 46 (in the break),Denilson,Leonardo,http://thesoccerworldcups.com/games/1998_brazil_france.php
Brazil,Minute 73,Edmundo,Cesar Sampaio,http://thesoccerworldcups.com/games/1998_brazil_france.php
France,Minute 57,Alain Boghossian,Christian Karembeu,http://thesoccerworldcups.com/games/1998_brazil_france.php
France,Minute 66,Christophe Dugarry,Stephane Guivarch,http://thesoccerworldcups.com/games/1998_brazil_france.php
France,Minute 74,Patrick Vieira,Youri Djorkaeff,http://thesoccerworldcups.com/games/1998_brazil_france.php
Nigeria,Minute 65,Rasheed Yekini,Nwankwo Kanu,http://thesoccerworldcups.com/games/1998_nigeria_denmark.php
Nigeria,Minute 73,Tijani Babangida,Garba Lawal,http://thesoccerworldcups.com/games/1998_nigeria_denmark.php
Denmark,Minute 59,Ebbe Sand,Peter Moller,http://thesoccerworldcups.com/games/1998_nigeria_denmark.php
Denmark,Minute 77,Morten Wieghorst,Brian Laudrup,http://thesoccerworldcups.com/games/1998_nigeria_denmark.php
Denmark,Minute 82,Per Frandsen,Michael Laudrup,http://thesoccerworldcups.com/games/1998_nigeria_denmark.php
South Korea,Minute 46 (in the break),Jong Soo Chung,Joo Sung Kim,http://thesoccerworldcups.com/games/1986_south_korea_italy.php
South Korea,Minute 70,Jong Boo Kim,Byung Joo Byun,http://thesoccerworldcups.com/games/1986_south_korea_italy.php
Italy,Minute 67,Giuseppe Baresi,Salvatore Bagni,http://thesoccerworldcups.com/games/1986_south_korea_italy.php
Italy,Minute 88,Gianluca Vialli,Giuseppe Galderisi,http://thesoccerworldcups.com/games/1986_south_korea_italy.php
Austria,Minute 46 (in the break),Andreas Reisinger,Toni Polster,http://thesoccerworldcups.com/games/1990_austria_usa.php
Austria,Minute 84,Gerald Glatzmayer,Gerhard Rodax,http://thesoccerworldcups.com/games/1990_austria_usa.php
USA,Minute 55,Eric Wynalda,Jimmy Banks,http://thesoccerworldcups.com/games/1990_austria_usa.php
USA,Minute 70,Brian Bliss,Paul Caligiuri,http://thesoccerworldcups.com/games/1990_austria_usa.php
Brazil,Minute 70,Gil,Nelinho,http://thesoccerworldcups.com/games/1978_brazil_spain.php
Brazil,Minute 83,Jorge Mendonca,Zico,http://thesoccerworldcups.com/games/1978_brazil_spain.php
Spain,Minute 51,Antonio Biosca,Migueli,http://thesoccerworldcups.com/games/1978_brazil_spain.php
Spain,Minute 80,Antonio Guzman,Francisco Uria,http://thesoccerworldcups.com/games/1978_brazil_spain.php
Argentina,Minute 64,Rene Houseman,Daniel Bertoni,http://thesoccerworldcups.com/games/1978_argentina_peru.php
Argentina,Minute 85,Miguel Oviedo,Americo Gallego,http://thesoccerworldcups.com/games/1978_argentina_peru.php
Peru,Minute 51,Raul Gorriti,Jose Velasquez,http://thesoccerworldcups.com/games/1978_argentina_peru.php
Zaire,Minute 61,Kilasu Massamba,Tshinabu Wa Munda,http://thesoccerworldcups.com/games/1974_zaire_brazil.php
Zaire,Minute 62,Kembo Uba Kembo,Kidumu Mantantu,http://thesoccerworldcups.com/games/1974_zaire_brazil.php
Brazil,Minute 10,Valdomiro,Leivinha,http://thesoccerworldcups.com/games/1974_zaire_brazil.php
Brazil,Minute 59,Mirandinha,Wilson Piazza,http://thesoccerworldcups.com/games/1974_zaire_brazil.php
England,Minute 58,Wayne Rooney,Michael Owen,http://thesoccerworldcups.com/games/2006_england_trinidad_and_tobago.php
England,Minute 58,Aaron Lennon,Jamie Carragher,http://thesoccerworldcups.com/games/2006_england_trinidad_and_tobago.php
England,Minute 75,Stewart Downing,Joe Cole,http://thesoccerworldcups.com/games/2006_england_trinidad_and_tobago.php
Trinidad and Tobago,Minute 70,Cornell Glen,Kenwyne Jones,http://thesoccerworldcups.com/games/2006_england_trinidad_and_tobago.php
Trinidad and Tobago,Minute 85,Evans Wise,Densill Theobald,http://thesoccerworldcups.com/games/2006_england_trinidad_and_tobago.php
Mexico,Minute 52,Jesus Arellano,Zinha,http://thesoccerworldcups.com/games/2006_mexico_angola.php
Mexico,Minute 74,Jose Fonseca,Guillermo Franco,http://thesoccerworldcups.com/games/2006_mexico_angola.php
Mexico,Minute 78,Ramon Morales,Gonzalo Pineda,http://thesoccerworldcups.com/games/2006_mexico_angola.php
Angola,Minute 68,Mantorras,Mateus,http://thesoccerworldcups.com/games/2006_mexico_angola.php
Angola,Minute 73,Rui Marques,Figueiredo,http://thesoccerworldcups.com/games/2006_mexico_angola.php
Angola,Minute 83,Miloy,Ze Kalanga,http://thesoccerworldcups.com/games/2006_mexico_angola.php
France,Minute 60,Franck Ribery,Sylvain Wiltord,http://thesoccerworldcups.com/games/2006_france_south_korea.php
France,Minute 88,Vikash Dhorasoo,Florent Malouda,http://thesoccerworldcups.com/games/2006_france_south_korea.php
France,Minute 90+1,David Trezeguet,Zinedine Zidane,http://thesoccerworldcups.com/games/2006_france_south_korea.php
South Korea,Minute 46,Ki Hyeon Seol,Eul Yong Lee,http://thesoccerworldcups.com/games/2006_france_south_korea.php
South Korea,Minute 69,Sang Sik Kim,Ho Lee,http://thesoccerworldcups.com/games/2006_france_south_korea.php
South Korea,Minute 72,Jung Hwan Ahn,Chun Soo Lee,http://thesoccerworldcups.com/games/2006_france_south_korea.php
Poland,Minute 57,Jan Karas,Ryszard Komornicki,http://thesoccerworldcups.com/games/1986_poland_portugal.php
Poland,Minute 74,Andrzej Zgutczynski,Wlodimierz Smolarek,http://thesoccerworldcups.com/games/1986_poland_portugal.php
Portugal,Minute 46 (in the break),Futre,Gomes,http://thesoccerworldcups.com/games/1986_poland_portugal.php
Portugal,Minute 72,Jaime Magalhaes,Andre,http://thesoccerworldcups.com/games/1986_poland_portugal.php
Italy,Minute 35,Gennaro Gattuso,Francesco Totti,http://thesoccerworldcups.com/games/2006_italy_usa.php
Italy,Minute 54,Alessandro Del Piero,Cristian Zaccardo,http://thesoccerworldcups.com/games/2006_italy_usa.php
Italy,Minute 61,Vincenzo Iaquinta,Luca Toni,http://thesoccerworldcups.com/games/2006_italy_usa.php
USA,Minute 52,Jimmy Conrad,Bobby Convey,http://thesoccerworldcups.com/games/2006_italy_usa.php
USA,Minute 62,DaMarcus Beasley,Clint Dempsey,http://thesoccerworldcups.com/games/2006_italy_usa.php
Slovakia,Minute 87,Kamil Kopunek,Zdenko Strba,http://thesoccerworldcups.com/games/2010_slovakia_italy.php
Slovakia,Minute 90+2,Stanislav Sestak,Robert Vittek,http://thesoccerworldcups.com/games/2010_slovakia_italy.php
Slovakia,Minute 90+4,Martin Petras,Erik Jendrisek,http://thesoccerworldcups.com/games/2010_slovakia_italy.php
Italy,Minute 46 (in the break),Fabio Quagliarella,Gennaro Gattuso,http://thesoccerworldcups.com/games/2010_slovakia_italy.php
Italy,Minute 46 (in the break),Christian Maggio,Domenico Criscito,http://thesoccerworldcups.com/games/2010_slovakia_italy.php
Italy,Minute 56,Andrea Pirlo,Riccardo Montolivo,http://thesoccerworldcups.com/games/2010_slovakia_italy.php
Italy,Minute 52,Aldo Serena,Nicola Berti,http://thesoccerworldcups.com/games/1990_italy_uruguay.php
Italy,Minute 79,Pietro Vierchowod,Roberto Baggio,http://thesoccerworldcups.com/games/1990_italy_uruguay.php
Uruguay,Minute 55,Ruben Sosa,Carlos Aguilera,http://thesoccerworldcups.com/games/1990_italy_uruguay.php
Uruguay,Minute 79,Antonio Alzamendi,Santiago Ostolaza,http://thesoccerworldcups.com/games/1990_italy_uruguay.php
Germany,Minute 73,Bastian Schweinsteiger,Tim Borowski,http://thesoccerworldcups.com/games/2006_germany_italy.php
Germany,Minute 83,David Odonkor,Bernd Schneider,http://thesoccerworldcups.com/games/2006_germany_italy.php
Germany,Minute 111,Oliver Neuville,Miroslav Klose,http://thesoccerworldcups.com/games/2006_germany_italy.php
Italy,Minute 74,Alberto Gilardino,Luca Toni,http://thesoccerworldcups.com/games/2006_germany_italy.php
Italy,Minute 91,Vincenzo Iaquinta,Mauro Camoranesi,http://thesoccerworldcups.com/games/2006_germany_italy.php
Italy,Minute 104,Alessandro Del Piero,Simone Perrotta,http://thesoccerworldcups.com/games/2006_germany_italy.php
Argentina,Minute 60,Ruben Glaria,Enrique Wolff,http://thesoccerworldcups.com/games/1974_argentina_italy.php
Argentina,Minute 78,Enrique Chazarreta,Hector Yazalde,http://thesoccerworldcups.com/games/1974_argentina_italy.php
Italy,Minute 66,Franco Causio,Gianni Rivera,http://thesoccerworldcups.com/games/1974_argentina_italy.php
Italy,Minute 66,Giuseppe Wilson,Francesco Morini,http://thesoccerworldcups.com/games/1974_argentina_italy.php
Holland,Minute 67,Eljero Elia,Rafael Van Der Vaart,http://thesoccerworldcups.com/games/2010_holland_denmark.php
Holland,Minute 77,Ibrahim Afellay,Robin Van Persie,http://thesoccerworldcups.com/games/2010_holland_denmark.php
Holland,Minute 88,Demy De Zeeuw,Nigel De Jong,http://thesoccerworldcups.com/games/2010_holland_denmark.php
Denmark,Minute 56,Jesper Gronkjaer,Thomas Enevoldsen,http://thesoccerworldcups.com/games/2010_holland_denmark.php
Denmark,Minute 62,Mikkel Beckmann,Nicklas Bendtner,http://thesoccerworldcups.com/games/2010_holland_denmark.php
Denmark,Minute 73,Christian Eriksen,Thomas Kahlenberg,http://thesoccerworldcups.com/games/2010_holland_denmark.php
Argentina,Minute 46 (in the break),Pablo Aimar,Juan Veron,http://thesoccerworldcups.com/games/2002_argentina_england.php
Argentina,Minute 60,Hernan Crespo,Gabriel Batistuta,http://thesoccerworldcups.com/games/2002_argentina_england.php
Argentina,Minute 64,Claudio Lopez,Cristian Gonzalez,http://thesoccerworldcups.com/games/2002_argentina_england.php
England,Minute 19,Trevor Sinclair,Owen Hargreaves,http://thesoccerworldcups.com/games/2002_argentina_england.php
England,Minute 54,Teddy Sheringham,Emile Heskey,http://thesoccerworldcups.com/games/2002_argentina_england.php
England,Minute 80,Wayne Bridge,Michael Owen,http://thesoccerworldcups.com/games/2002_argentina_england.php
Austria,Minute 46 (in the break),Michael Streiter,Kurt Russ,http://thesoccerworldcups.com/games/1990_austria_czechoslovakia.php
Austria,Minute 46 (in the break),Andeas Ogris,Peter Schoettel,http://thesoccerworldcups.com/games/1990_austria_czechoslovakia.php
Czechoslovakia,Minute 31,Julius Bielik,Jozef Chovanec,http://thesoccerworldcups.com/games/1990_austria_czechoslovakia.php
Czechoslovakia,Minute 82,Vladimir Weiss,Ivo Knoflicek,http://thesoccerworldcups.com/games/1990_austria_czechoslovakia.php
England,Minute 69,Steve Mcmahon,Peter Beardsley,http://thesoccerworldcups.com/games/1990_england_ireland.php
England,Minute 83,Steve Bull,Gary Lineker,http://thesoccerworldcups.com/games/1990_england_ireland.php
Ireland,Minute 64,Alan Mcloughlin,John Aldridge,http://thesoccerworldcups.com/games/1990_england_ireland.php
Iran,Minute 13,Masoud Shojaei,Mohammad Nosrati,http://thesoccerworldcups.com/games/2006_iran_angola.php
Iran,Minute 39,Rasoul Khatibi,Vahid Hashemian,http://thesoccerworldcups.com/games/2006_iran_angola.php
Iran,Minute 67,Arash Borhani,Hossein Kaabi,http://thesoccerworldcups.com/games/2006_iran_angola.php
Angola,Minute 23,Love,Mateus,http://thesoccerworldcups.com/games/2006_iran_angola.php
Angola,Minute 51,Abou Tarika,Akwa,http://thesoccerworldcups.com/games/2006_iran_angola.php
Angola,Minute 73,Rui Marques,Figueiredo,http://thesoccerworldcups.com/games/2006_iran_angola.php
Argentina,Minute 46 (in the break),Ramon Diaz,Mario Kempes,http://thesoccerworldcups.com/games/1982_argentina_brazil.php
Argentina,Minute 64,Santiago Santamaria,Daniel Bertoni,http://thesoccerworldcups.com/games/1982_argentina_brazil.php
Brazil,Minute 82,Edevaldo,Leandro,http://thesoccerworldcups.com/games/1982_argentina_brazil.php
Brazil,Minute 83,Batista,Zico,http://thesoccerworldcups.com/games/1982_argentina_brazil.php
England,Minute 84,Peter Beardsley,Steve Bull,http://thesoccerworldcups.com/games/1990_england_egypt.php
England,Minute 87,David Platt,Chris Waddle,http://thesoccerworldcups.com/games/1990_england_egypt.php
Egypt,Minute 77,Adel Abdelrahman,Ahmed El Kass,http://thesoccerworldcups.com/games/1990_england_egypt.php
Egypt,Minute 77,Tarek Soliman,Gamal Abdelhamid,http://thesoccerworldcups.com/games/1990_england_egypt.php
Argentina,Minute 70,Javier Pastore,Nicolas Otamendi,http://thesoccerworldcups.com/games/2010_argentina_germany.php
Argentina,Minute 75,Sergio Aguero,Angel Di Maria,http://thesoccerworldcups.com/games/2010_argentina_germany.php
Germany,Minute 72,Marcell Jansen,Jerome Boateng,http://thesoccerworldcups.com/games/2010_argentina_germany.php
Germany,Minute 77,Toni Kroos,Sami Khedira,http://thesoccerworldcups.com/games/2010_argentina_germany.php
Germany,Minute 84,Piotr Trochowski,Thomas Mueller,http://thesoccerworldcups.com/games/2010_argentina_germany.php
Costa Rica,Minute 45 (in the break),Hernan Medford,Marvin Obando,http://thesoccerworldcups.com/games/1990_czechoslovakia_costa_rica.php
Costa Rica,Minute 65,Alexandre Guimaraes,German Chavarria,http://thesoccerworldcups.com/games/1990_czechoslovakia_costa_rica.php
Paraguay,Minute 66,Lucas Barrios,Oscar Cardozo,http://thesoccerworldcups.com/games/2010_paraguay_new_zealand.php
Paraguay,Minute 67,Edgar Benitez,Nelson Valdez,http://thesoccerworldcups.com/games/2010_paraguay_new_zealand.php
New Zealand,Minute 69,Chris Wood,Rory Fallon,http://thesoccerworldcups.com/games/2010_paraguay_new_zealand.php
New Zealand,Minute 79,Jeremy Brockie,Chris Killen,http://thesoccerworldcups.com/games/2010_paraguay_new_zealand.php
USA,Minute 46,John O'Brien,Steve Cherundolo,http://thesoccerworldcups.com/games/2006_usa_czech_republic.php
USA,Minute 46,Eddie Johnson,Pablo Mastroeni,http://thesoccerworldcups.com/games/2006_usa_czech_republic.php
USA,Minute 77,Josh Wolff,Brian Mcbride,http://thesoccerworldcups.com/games/2006_usa_czech_republic.php
Czech Republic,Minute 45,Vratislav Lokvenc,Jan Koller,http://thesoccerworldcups.com/games/2006_usa_czech_republic.php
Czech Republic,Minute 82,Jan Polak,Karel Poborsky,http://thesoccerworldcups.com/games/2006_usa_czech_republic.php
Czech Republic,Minute 86,Jiri Stajner,Tomas Rosicky,http://thesoccerworldcups.com/games/2006_usa_czech_republic.php
Cameroon,Minute 59,Roger Milla,Emmanuel Maboang,http://thesoccerworldcups.com/games/1990_cameroon_romania.php
Cameroon,Minute 69,Jean Claude Pagal,Emmanuel Kunde,http://thesoccerworldcups.com/games/1990_cameroon_romania.php
Romania,Minute 56,Ilie Dumitrescu,Gheorghe Hagi,http://thesoccerworldcups.com/games/1990_cameroon_romania.php
Romania,Minute 63,Gavril Balint,Florin Raducioiu,http://thesoccerworldcups.com/games/1990_cameroon_romania.php
Iraq,Minute 81,Abdul-Rahim,Saddam Karim,http://thesoccerworldcups.com/games/1986_iraq_belgium.php
Belgium,Minute 67,Leo Clijsters,Enzo Scifo,http://thesoccerworldcups.com/games/1986_iraq_belgium.php
Belgium,Minute 69,Georges Grun,Stephane Demol,http://thesoccerworldcups.com/games/1986_iraq_belgium.php
Brazil,Minute 68,Cafu,Zinho,http://thesoccerworldcups.com/games/1994_brazil_usa.php
USA,Minute 46 (in the break),Eric Wynalda,Tab Ramos,http://thesoccerworldcups.com/games/1994_brazil_usa.php
USA,Minute 66,Roy Wegerle,Hugo Perez,http://thesoccerworldcups.com/games/1994_brazil_usa.php
West Germany,Minute 63,Ditmar Jakobs,Hans-Peter Briegel,http://thesoccerworldcups.com/games/1986_west_germany_scotland.php
West Germany,Minute 76,Karl-Heinz Rummenigge,Pierre Littbarski,http://thesoccerworldcups.com/games/1986_west_germany_scotland.php
Scotland,Minute 60,Frank Mcavennie,Stephen Nicol,http://thesoccerworldcups.com/games/1986_west_germany_scotland.php
Scotland,Minute 74,David Cooper,Eamonn Bannon,http://thesoccerworldcups.com/games/1986_west_germany_scotland.php
Colombia,Minute 56,Leider Preciado,Adolfo Valencia,http://thesoccerworldcups.com/games/1998_colombia_tunisia.php
Colombia,Minute 56,Victor Aristizabal,Freddy Rincon,http://thesoccerworldcups.com/games/1998_colombia_tunisia.php
Colombia,Minute 62,Jorge Bolano,Mauricio Serna,http://thesoccerworldcups.com/games/1998_colombia_tunisia.php
Tunisia,Minute 68,Imed Ben Younes,Adel El Sellimi,http://thesoccerworldcups.com/games/1998_colombia_tunisia.php
Tunisia,Minute 73,Faycal Ben Ahmed,Zoubeir Beya,http://thesoccerworldcups.com/games/1998_colombia_tunisia.php
Tunisia,Minute 76,Kais Ghodhbane,Tarek Thabet,http://thesoccerworldcups.com/games/1998_colombia_tunisia.php
France,Minute 26,Christophe Dugarry,Stephane Guivarch,http://thesoccerworldcups.com/games/1998_france_south_africa.php
France,Minute 73,Alain Boghossian,Emmanuel Petit,http://thesoccerworldcups.com/games/1998_france_south_africa.php
France,Minute 84,David Trezeguet,Youri Djorkaeff,http://thesoccerworldcups.com/games/1998_france_south_africa.php
South Africa,Minute 56,Helman Mkhalele,Brendan Augustine,http://thesoccerworldcups.com/games/1998_france_south_africa.php
South Africa,Minute 89,Shaun Bartlett,Benni Mccarthy,http://thesoccerworldcups.com/games/1998_france_south_africa.php
Soviet Union,Minute 72,Sergei Rodionov,Aleksandr Zavarov,http://thesoccerworldcups.com/games/1986_soviet_union_belgium.php
Soviet Union,Minute 79,Vadim Yevtushenko,Pavel Yakovenko,http://thesoccerworldcups.com/games/1986_soviet_union_belgium.php
Belgium,Minute 99,Leo Clijsters,Georges Grun,http://thesoccerworldcups.com/games/1986_soviet_union_belgium.php
Belgium,Minute 112,Leo Van Der Elst,Eric Gerets,http://thesoccerworldcups.com/games/1986_soviet_union_belgium.php
Uruguay,Minute 56,Mario Saralegui,Jorge Barrios,http://thesoccerworldcups.com/games/1986_uruguay_west_germany.php
Uruguay,Minute 80,Venancio Ramos,Antonio Alzamendi,http://thesoccerworldcups.com/games/1986_uruguay_west_germany.php
West Germany,Minute 46 (in the break),Pierre Littbarski,Andreas Brehme,http://thesoccerworldcups.com/games/1986_uruguay_west_germany.php
West Germany,Minute 70,Karl-Heinz Rummenigge,Lothar Matthaeus,http://thesoccerworldcups.com/games/1986_uruguay_west_germany.php
Holland,Minute 67,Theo De Jong,Rob Rensenbrink,http://thesoccerworldcups.com/games/1974_holland_brazil.php
Holland,Minute 85,Rinus Israel,Johan Neeskens,http://thesoccerworldcups.com/games/1974_holland_brazil.php
Brazil,Minute 61,Mirandinha,Paulo Cesar,http://thesoccerworldcups.com/games/1974_holland_brazil.php
Italy,Minute 61,Vincenzo Iaquinta,Simone Perrotta,http://thesoccerworldcups.com/games/2006_italy_france.php
Italy,Minute 61,Daniele De Rossi,Francesco Totti,http://thesoccerworldcups.com/games/2006_italy_france.php
Italy,Minute 86,Alessandro Del Piero,Mauro Camoranesi,http://thesoccerworldcups.com/games/2006_italy_france.php
France,Minute 56,Alou Diarra,Patrick Vieira,http://thesoccerworldcups.com/games/2006_italy_france.php
France,Minute 100,David Trezeguet,Franck Ribery,http://thesoccerworldcups.com/games/2006_italy_france.php
