Brazil,Wales,1,0,| Pelé   66' ,,http://thesoccerworldcups.com/games/1958_brazil_wales.php
West Germany,Spain,2,1,| |Lothar Emmerich   38' |Uwe Seeler   84' ,22'  Jose Maria Fuste,http://thesoccerworldcups.com/games/1966_west_germany_spain.php
Mexico,Czechoslovakia,3,1,| |Isidoro Diaz   12' |Alfredo Del Aguila   29' |Hector Hernandez  (penalty)  90' ,1'  Vaclav Masek,http://thesoccerworldcups.com/games/1962_mexico_czechoslovakia.php
Greece,Nigeria,2,1,| |Dimitrios Salpingidis   44' |Vasileios Torosidis   71' ,16'  Kalu Uche,http://thesoccerworldcups.com/games/2010_greece_nigeria.php
West Germany,United Arab Emirates,5,1,|Rudi Voeller   35' |Juergen Klinsmann   37' | |Lothar Matthaeus   47' |Uwe Bein   58' |Rudi Voeller   75' ,46'   Khalid Ismail,http://thesoccerworldcups.com/games/1990_west_germany_united_arab_emirates.php
Paraguay,Japan,0,0,| Edgar Barreto 
						,,http://thesoccerworldcups.com/games/2010_paraguay_japan.php
Chile,Austria,1,1,|Marcelo Salas   70' | ,90'+2'  Ivica Vastic,http://thesoccerworldcups.com/games/1998_chile_austria.php
North Korea,Ivory Coast,0,3,| | | ,14'  Yaya Toure20'   Romaric82'  Salomon Kalou,http://thesoccerworldcups.com/games/2010_north_korea_ivory_coast.php
Brazil,Cameroon,3,0,| Romario   39' | Marcio Santos   66' | Bebeto   73' ,,http://thesoccerworldcups.com/games/1994_brazil_cameroon.php
Italy,France,3,1,|Gino Colaussi   9' | |Silvio Piola   51' |Silvio Piola   72' ,10'  Oscar Heisserer,http://thesoccerworldcups.com/games/1938_italy_france.php
West Germany,Yugoslavia,1,0,|Helmut Rahn   12' ,,http://thesoccerworldcups.com/games/1958_west_germany_yugoslavia.php
Chile,USA,5,2,|Jorge Robledo   16' |Atilio Cremaschi   32' | | |Andres Prieto   54' |Atilio Cremaschi   60' |Fernando Riera   82' ,47'  Frank Wallace48'  Joe Maca  (penalty),http://thesoccerworldcups.com/games/1950_chile_usa.php
Brazil,Australia,2,0,| Adriano   49' | Fred   90' ,,http://thesoccerworldcups.com/games/2006_brazil_australia.php
England,Argentina,1,0,|Geoff Hurst   78' ,,http://thesoccerworldcups.com/games/1966_england_argentina.php
Brazil,New Zealand,4,0,| Zico   28' | Zico   31' | Falcao   64' | Serginho   70' ,,http://thesoccerworldcups.com/games/1982_brazil_new_zealand.php
Czech Republic,Ghana,0,2,| | ,2'  Asamoah Gyan82'  Sulley Muntari,http://thesoccerworldcups.com/games/2006_czech_republic_ghana.php
Italy,Ukraine,3,0,|Gianluca Zambrotta   6' |Luca Toni   59' |Luca Toni   69' ,,http://thesoccerworldcups.com/games/2006_italy_ukraine.php
,,,,,,http://thesoccerworldcups.com/games/1966_hungary_brazil.php
Argentina,France,1,0,|Luis Monti   81' ,,http://thesoccerworldcups.com/games/1930_argentina_france.php
Paraguay,Iraq,1,0,|Julio Cesar Romero   35' ,,http://thesoccerworldcups.com/games/1986_paraguay_iraq.php
,,,,,,http://thesoccerworldcups.com/games/1986_hungary_canada.php
Brazil,Scotland,4,1,| | Zico   33' | Oscar   48' | Eder   63' | Falcao   87' ,18'  David Narey,http://thesoccerworldcups.com/games/1982_brazil_scotland.php
Yugoslavia,Colombia,1,0,|Davor Jozic   75' ,,http://thesoccerworldcups.com/games/1990_yugoslavia_colombia.php
Brazil,Poland,4,0,| Socrates  (penalty)  30' | Josimar   55' | Edinho   79' | Careca  (penalty)  83' ,,http://thesoccerworldcups.com/games/1986_brazil_poland.php
Argentina,Chile,3,1,|Guillermo Stabile   12' |Guillermo Stabile   13' | |Mario Evaristo   51' ,15'  Guillermo Subiabre,http://thesoccerworldcups.com/games/1930_argentina_chile.php
Germany,England,4,1,|Miroslav Klose   20' |Lukas Podolski   32' | |Thomas Mueller   67' |Thomas Mueller   70' ,37'  Matt Upson,http://thesoccerworldcups.com/games/2010_germany_england.php
Italy,Cameroon,3,0,|Luigi Di Biagio   7' |Christian Vieri   75' |Christian Vieri   89' ,,http://thesoccerworldcups.com/games/1998_italy_cameroon.php
South Korea,Italy,2,1,| |Ki Hyeon Seol   88' |Jung Hwan Ahn   117' ,18'  Christian Vieri,http://thesoccerworldcups.com/games/2002_south_korea_italy.php
Brazil,Italy,1,2,| | | Romeu   87' ,51'  Gino Colaussi60'  Giuseppe Meazza  (penalty),http://thesoccerworldcups.com/games/1938_brazil_italy.php
,,,,,,http://thesoccerworldcups.com/games/1938_switzerland_germany.php
Italy,Spain,2,1,|Dino Baggio   25' | |Roberto Baggio   87' ,58'  Jose Luis Caminero,http://thesoccerworldcups.com/games/1994_italy_spain.php
Cuba,Romania,3,3,| |Hector Socorro   44' |Jose Magrina   69' | |Hector Socorro   103' | ,35'  Silviu Bindea88'  Iuliu Baratky105'  Stefan Dobay,http://thesoccerworldcups.com/games/1938_cuba_romania.php
Brazil,Austria,3,0,|Jose Altafini   38' | Nilton Santos   49' |Jose Altafini   89' ,,http://thesoccerworldcups.com/games/1958_brazil_austria.php
Northern Ireland,Brazil,0,3,| | | ,15'   Careca42'   Josimar87'   Careca,http://thesoccerworldcups.com/games/1986_northern_ireland_brazil.php
Italy,Chile,2,2,|Christian Vieri   11' | | |Roberto Baggio  (penalty)  84' ,45'+3'  Marcelo Salas48'  Marcelo Salas,http://thesoccerworldcups.com/games/1998_italy_chile.php
Tunisia,Saudi Arabia,2,2,|Zied Jaziri   23' | | |Radhi Jaidi   90'+2' ,57'  Yasser Al Kahtani84'  Sami Al Jaber,http://thesoccerworldcups.com/games/2006_tunisia_saudi_arabia.php
Italy,Argentina,2,1,|Marco Tardelli   57' |Antonio Cabrini   67' | ,83'  Daniel Passarella,http://thesoccerworldcups.com/games/1982_italy_argentina.php
Czechoslovakia,Romania,2,1,| |Antonin Puc   50' |Oldrich Nejedly   67' ,11'  Stefan Dobay,http://thesoccerworldcups.com/games/1934_czechoslovakia_romania.php
West Germany,Northern Ireland,2,2,| |Helmut Rahn   20' | |Uwe Seeler   79' ,19'  Peter Mcparland60'  Peter Mcparland,http://thesoccerworldcups.com/games/1958_west_germany_northern_ireland.php
,,,,,,http://thesoccerworldcups.com/games/1982_argentina_hungary.php
Brazil,Algeria,1,0,| Careca   66' ,,http://thesoccerworldcups.com/games/1986_brazil_algeria.php
Soviet Union,Italy,1,0,|Igor Chislenko   57' ,,http://thesoccerworldcups.com/games/1966_soviet_union_italy.php
Germany,Belgium,5,2,|Stanislaus Kobierski   25' | | |Otto Siffling   49' |Edmund Conen   66' |Edmund Conen   70' |Edmund Conen   87' ,29'  Bernard Voorhoof43'  Bernard Voorhoof,http://thesoccerworldcups.com/games/1934_germany_belgium.php
Sweden,England,2,2,| |Marcus Allback   51' | |Henrik Larsson   90' ,34'  Joe Cole85'  Steven Gerrard,http://thesoccerworldcups.com/games/2006_sweden_england.php
South Korea,Spain,1,3,| |Bo Kwan Hwang   43' | | ,23'   Michel61'   Michel81'   Michel,http://thesoccerworldcups.com/games/1990_south_korea_spain.php
Poland,West Germany,0,1,| ,76'  Gerd Mueller,http://thesoccerworldcups.com/games/1974_poland_west_germany.php
Brazil,Spain,2,1,| | Amarildo   72' | Amarildo   86' ,35'   Adelardo,http://thesoccerworldcups.com/games/1962_brazil_spain.php
Argentina,Mexico,2,1,| |Hernan Crespo   10' |Maxi Rodriguez   98' ,6'  Rafael Marquez,http://thesoccerworldcups.com/games/2006_argentina_mexico.php
Denmark,Uruguay,6,1,|Preben Elkjaer Larsen   11' |Soren Lerby   41' | |Michael Laudrup   52' |Preben Elkjaer Larsen   67' |Preben Elkjaer Larsen   80' |Jesper Olsen   88' ,45'  Enzo Francescoli  (penalty),http://thesoccerworldcups.com/games/1986_denmark_uruguay.php
Italy,Cameroon,1,1,|Francesco Graziani   60' | ,61'  Gregoire Mbida,http://thesoccerworldcups.com/games/1982_italy_cameroon.php
Italy,Argentina,1,1,|Alessandro Altobelli  (penalty)  6' | ,34'  Diego Maradona,http://thesoccerworldcups.com/games/1986_italy_argentina.php
Uruguay,Czechoslovakia,2,0,|Oscar Miguez   71' |Juan Schiaffino   84' ,,http://thesoccerworldcups.com/games/1954_uruguay_czechoslovakia.php
Italy,Poland,0,0,,,http://thesoccerworldcups.com/games/1982_italy_poland.php
,,,,,,http://thesoccerworldcups.com/games/1950_brazil_switzerland.php
Italy,France,0,0,| Roberto Baggio 
						,,http://thesoccerworldcups.com/games/1998_italy_france.php
Paraguay,Trinidad and Tobago,2,0,|Brent Sancho   (own goal) 25' |Nelson Cuevas   86' ,,http://thesoccerworldcups.com/games/2006_paraguay_trinidad_and_tobago.php
Holland,Argentina,0,0,,,http://thesoccerworldcups.com/games/2006_holland_argentina.php
West Germany,Czechoslovakia,2,2,| | |Hans Schaefer   59' |Helmut Rahn   70' ,24'  Milan Dvorak  (penalty)43'  Zdenek Zikan,http://thesoccerworldcups.com/games/1958_west_germany_czechoslovakia.php
Germany,Brazil,0,2,| | ,67'   Ronaldo79'   Ronaldo,http://thesoccerworldcups.com/games/2002_germany_brazil.php
Mexico,Iran,3,1,|Omar Bravo   28' | |Omar Bravo   76' | Zinha   79' ,36'  Yahya Golmohammadi,http://thesoccerworldcups.com/games/2006_mexico_iran.php
Costa Rica,Brazil,2,5,| | | |Paulo Wanchope   39' |Ronald Gomez   56' | | ,10'   Ronaldo13'   Ronaldo38'   Edmilson62'   Rivaldo64'   Junior,http://thesoccerworldcups.com/games/2002_costa_rica_brazil.php
France,Mexico,0,2,| | ,64'  Javier Hernandez79'  Cuauhtemoc Blanco  (penalty),http://thesoccerworldcups.com/games/2010_france_mexico.php
England,West Germany,1,1,| |Gary Lineker   80' | Gary Lineker 
						,60'  Andreas Brehme,http://thesoccerworldcups.com/games/1990_england_west_germany.php
Austria,Germany,2,3,| | |Johann Horvath   28' | |Karl Sesta   54' ,1'  Ernest Lehner27'  Edmund Conen42'  Ernest Lehner,http://thesoccerworldcups.com/games/1934_austria_germany.php
Greece,Argentina,0,2,| | ,77'  Martin Demichelis89'  Martin Palermo,http://thesoccerworldcups.com/games/2010_greece_argentina.php
Soviet Union,Canada,2,0,|Oleg Blokhin   58' |Aleksandr Zavarov   74' ,,http://thesoccerworldcups.com/games/1986_soviet_union_canada.php
Soviet Union,England,2,2,|Nikita Simonyan   13' |Aleksandr Ivanov   55' | | ,66'  Derek Kevan85'  Tom Finney  (penalty),http://thesoccerworldcups.com/games/1958_soviet_union_england_2.php
Holland,FR of Yugoslavia,2,1,|Dennis Bergkamp   38' | |Edgar Davids   90'+2' ,48'  Slobodan Komljenovic,http://thesoccerworldcups.com/games/1998_holland_fr_of_yugoslavia.php
Italy,USA,1,0,|Giuseppe Giannini   11' ,,http://thesoccerworldcups.com/games/1990_italy_usa.php
Brazil,Czechoslovakia,0,0,,,http://thesoccerworldcups.com/games/1962_brazil_czechoslovakia.php
Argentina,Belgium,2,0,|Diego Maradona   51' |Diego Maradona   63' ,,http://thesoccerworldcups.com/games/1986_argentina_belgium.php
England,Morocco,0,0,,,http://thesoccerworldcups.com/games/1986_england_morocco.php
Slovenia,USA,2,2,|Valter Birsa   13' |Zlatan Ljubijankic   42' | | ,48'  Landon Donovan82'  Michael Bradley,http://thesoccerworldcups.com/games/2010_slovenia_usa.php
Brazil,England,1,0,| Jairzinho   59' ,,http://thesoccerworldcups.com/games/1970_brazil_england.php
Spain,Brazil,0,1,| ,62'   Socrates,http://thesoccerworldcups.com/games/1986_spain_brazil.php
,,,,,,http://thesoccerworldcups.com/games/1934_switzerland_holland.php
,,,,,,http://thesoccerworldcups.com/games/1998_france_croatia.php
,,,,,,http://thesoccerworldcups.com/games/1950_yugoslavia_switzerland.php
,,,,,,http://thesoccerworldcups.com/games/2006_france_switzerland.php
Italy,Czechoslovakia,2,1,| |Raimundo Orsi   81' |Angelo Schiavio   95' ,76'  Antonin Puc,http://thesoccerworldcups.com/games/1934_italy_czechoslovakia.php
Uruguay,Romania,4,0,|Pablo Dorado   7' |Hector Scarone   24' |Juan Anselmo   30' |Pedro Cea   35' ,,http://thesoccerworldcups.com/games/1930_uruguay_romania.php
Argentina,France,2,1,|Daniel Passarella  (penalty)  45' | |Leopoldo Luque   73' ,60'  Michel Platini,http://thesoccerworldcups.com/games/1978_argentina_france.php
Mexico,Wales,1,1,| |Jaime Belmonte   89' ,32'  Ivor Allchurch,http://thesoccerworldcups.com/games/1958_mexico_wales.php
Italy,Spain,1,1,| |Giovanni Ferrari   44' ,30'  Luis Regueiro,http://thesoccerworldcups.com/games/1934_italy_spain_2.php
South Korea,Uruguay,0,1,| ,90'  Daniel Fonseca,http://thesoccerworldcups.com/games/1990_south_korea_uruguay.php
Brazil,Norway,1,2,| Bebeto   78' | | ,83'  Tore Andre Flo89'  Kjetil Rekdal  (penalty),http://thesoccerworldcups.com/games/1998_brazil_norway.php
,,,,,,http://thesoccerworldcups.com/games/1934_hungary_egypt.php
Belgium,Mexico,1,2,| | |Erwin Vandenbergh   45' ,23'  Fernando Quirarte39'  Hugo Sánchez,http://thesoccerworldcups.com/games/1986_belgium_mexico.php
Holland,Argentina,4,0,|Johan Cruyff   10' |Ruud Krol   25' |Johnny Rep   73' |Johan Cruyff   90' ,,http://thesoccerworldcups.com/games/1974_holland_argentina.php
France,Mexico,3,2,|Jean Vincent   19' |Raul Cardenas   (own goal) 46' | | |Raymond Kopa  (penalty)  88' ,54'  Jose Lamadrid85'  Tomas Balcazar,http://thesoccerworldcups.com/games/1954_france_mexico.php
Germany,Paraguay,1,0,|Oliver Neuville   88' ,,http://thesoccerworldcups.com/games/2002_germany_paraguay.php
West Germany,Argentina,0,0,,,http://thesoccerworldcups.com/games/1966_west_germany_argentina.php
England,Portugal,2,1,|Bobby Charlton   30' |Bobby Charlton   80' | ,82'   Eusebio  (penalty),http://thesoccerworldcups.com/games/1966_england_portugal.php
France,Belgium,3,1,|Emile Veinante   1' |Jean Nicolas   16' | |Jean Nicolas   69' ,38'  Henri Isemborghs,http://thesoccerworldcups.com/games/1938_france_belgium.php
,,,,,,http://thesoccerworldcups.com/games/1994_spain_switzerland.php
Morocco,West Germany,0,1,| ,87'  Lothar Matthaeus,http://thesoccerworldcups.com/games/1986_morocco_west_germany.php
Brazil,Turkey,2,1,| | Ronaldo   50' | Rivaldo  (penalty)  87' ,45'+2'  Hasan Sas,http://thesoccerworldcups.com/games/2002_brazil_turkey_2.php
,,,,,,http://thesoccerworldcups.com/games/1954_switzerland_italy_2.php
Italy,Paraguay,1,1,| |Daniele De Rossi   63' ,39'  Antolin Alcaraz,http://thesoccerworldcups.com/games/2010_italy_paraguay.php
England,Argentina,3,1,|Ron Flowers  (penalty)  17' |Bobby Charlton   42' |Jimmy Greaves   67' | ,81'  Jose Sanfilippo,http://thesoccerworldcups.com/games/1962_england_argentina.php
Argentina,Jamaica,5,0,|Ariel Ortega   31' |Ariel Ortega   55' |Gabriel Batistuta   73' |Gabriel Batistuta   78' |Gabriel Batistuta  (penalty)  83' ,,http://thesoccerworldcups.com/games/1998_argentina_jamaica.php
,,,,,,http://thesoccerworldcups.com/games/1954_hungary_south_korea.php
Italy,West Germany,3,1,|Paolo Rossi   57' |Marco Tardelli   69' |Alessandro Altobelli   81' | ,83'  Paul Breitner,http://thesoccerworldcups.com/games/1982_italy_west_germany.php
West Germany,Soviet Union,2,1,|Helmut Haller   43' |Franz Beckenbauer   67' | ,88'  Valeriy Porkuyan,http://thesoccerworldcups.com/games/1966_west_germany_soviet_union.php
Spain,Portugal,1,0,|David Villa   63' ,,http://thesoccerworldcups.com/games/2010_spain_portugal.php
Italy,Austria,1,0,|Salvatore Schillaci   78' ,,http://thesoccerworldcups.com/games/1990_italy_austria.php
Mexico,USA,0,2,| | ,8'  Brian Mcbride65'  Landon Donovan,http://thesoccerworldcups.com/games/2002_mexico_usa.php
France,Soviet Union,1,1,| |Luis Fernandez   62' ,53'  Vasili Rats,http://thesoccerworldcups.com/games/1986_france_soviet_union.php
Brazil,Czechoslovakia,0,0,,,http://thesoccerworldcups.com/games/1962_brazil_czechoslovakia_2.php
Sweden,Paraguay,1,0,|Fredrik Ljungberg   89' ,,http://thesoccerworldcups.com/games/2006_sweden_paraguay.php
Ireland,Holland,1,1,| |Niall Quinn   71' ,11'  Ruud Gullit,http://thesoccerworldcups.com/games/1990_ireland_holland.php
Sweden,Argentina,1,1,|Anders Svensson   59' | ,88'  Hernan Crespo,http://thesoccerworldcups.com/games/2002_sweden_argentina.php
South Korea,Bulgaria,1,1,| |Jong Boo Kim   70' ,11'  Plamen Getov,http://thesoccerworldcups.com/games/1986_south_korea_bulgaria.php
Brazil,Romania,3,2,| Pelé   19' | Jairzinho   22' | | Pelé   67' | ,34'  Florea Dumitrache84'  Emerich Dembrovschi,http://thesoccerworldcups.com/games/1970_brazil_romania.php
Argentina,Northern Ireland,3,1,| |Omar Oreste Corbatta  (penalty)  38' |Norberto Menendez   55' |Ludovico Avio   59' ,3'  Peter Mcparland,http://thesoccerworldcups.com/games/1958_argentina_northern_ireland.php
South Africa,Uruguay,0,3,| | | ,24'  Diego Forlan80'  Diego Forlan  (penalty)90'+5'  Alvaro Pereira,http://thesoccerworldcups.com/games/2010_south_africa_uruguay.php
Italy,Spain,1,1,| |Giovanni Ferrari   44' ,30'  Luis Regueiro,http://thesoccerworldcups.com/games/1934_italy_spain.php
Chile,Mexico,3,0,|Carlos Vidal   3' |Manuel Rosas   (own goal) 51' |Carlos Vidal   65' ,,http://thesoccerworldcups.com/games/1930_chile_mexico.php
,,,,,,http://thesoccerworldcups.com/games/1938_hungary_dutch_east_indies.php
,,,,,,http://thesoccerworldcups.com/games/1986_soviet_union_hungary.php
Italy,Ireland,1,0,|Salvatore Schillaci   38' ,,http://thesoccerworldcups.com/games/1990_italy_ireland.php
Northern Ireland,Czechoslovakia,1,0,|Wilbur Cush   20' ,,http://thesoccerworldcups.com/games/1958_northern_ireland_czechoslovakia.php
,,,,,,http://thesoccerworldcups.com/games/2006_switzerland_ukraine.php
Brazil,Yugoslavia,0,0,,,http://thesoccerworldcups.com/games/1974_brazil_yugoslavia.php
Algeria,Northern Ireland,1,1,| |Djamel Zidane   59' ,6'  Norman Whiteside,http://thesoccerworldcups.com/games/1986_algeria_northern_ireland.php
Angola,Portugal,0,1,| ,4'   Pauleta,http://thesoccerworldcups.com/games/2006_angola_portugal.php
Morocco,Poland,0,0,,,http://thesoccerworldcups.com/games/1986_morocco_poland.php
Brazil,Morocco,3,0,| Ronaldo   9' | Rivaldo   45'+2' | Bebeto   50' ,,http://thesoccerworldcups.com/games/1998_brazil_morocco.php
Portugal,Holland,1,0,| Maniche   23' ,,http://thesoccerworldcups.com/games/2006_portugal_holland.php
Cuba,Romania,3,3,| |Hector Socorro   44' |Jose Magrina   69' | |Hector Socorro   103' | ,35'  Silviu Bindea88'  Iuliu Baratky105'  Stefan Dobay,http://thesoccerworldcups.com/games/1938_cuba_romania_2.php
,,,,,,http://thesoccerworldcups.com/games/1938_hungary_switzerland.php
Romania,Argentina,3,2,|Ilie Dumitrescu   11' | |Ilie Dumitrescu   18' |Gheorghe Hagi   58' | ,16'  Gabriel Batistuta  (penalty)75'  Abel Balbo,http://thesoccerworldcups.com/games/1994_romania_argentina.php
Denmark,West Germany,2,0,|Jesper Olsen  (penalty)  43' |John Eriksen   62' ,,http://thesoccerworldcups.com/games/1986_denmark_west_germany.php
Yugoslavia,West Germany,1,0,|Petar Radakovic   85' ,,http://thesoccerworldcups.com/games/1962_yugoslavia_west_germany.php
Cameroon,Denmark,1,2,|Samuel Etoo   10' | | ,33'  Nicklas Bendtner61'  Dennis Rommedahl,http://thesoccerworldcups.com/games/2010_cameroon_denmark.php
Poland,Argentina,3,2,|Grzegorz Lato   7' |Andrzej Szarmach   8' | |Grzegorz Lato   62' | ,60'  Ramon Heredia66'  Carlos Babington,http://thesoccerworldcups.com/games/1974_poland_argentina.php
Saudi Arabia,Sweden,1,3,| | |Fahad Al Ghesheyan   85' | ,6'  Martin Dahlin51'  Kennet Andersson88'  Kennet Andersson,http://thesoccerworldcups.com/games/1994_saudi_arabia_sweden.php
Italy,Austria,2,1,|Christian Vieri   48' |Roberto Baggio   90' | ,90'+2'  Andreas Herzog  (penalty),http://thesoccerworldcups.com/games/1998_italy_austria.php
West Germany,Turkey,4,1,| |Hans Schaefer   14' |Berni Klodt   52' |Ottmar Walter   60' |Max Morlock   84' ,2'  Mamat Suat,http://thesoccerworldcups.com/games/1954_west_germany_turkey_2.php
France,Paraguay,7,3,| |Just Fontaine   24' |Just Fontaine   30' | | |Roger Piantoni   52' |Maryan Wisnieski   61' |Just Fontaine   67' |Raymond Kopa   70' |Jean Vincent   83' ,20'  Florencio Amarilla44'  Florencio Amarilla  (penalty)50'  Jorge Romero,http://thesoccerworldcups.com/games/1958_france_paraguay.php
Holland,Japan,1,0,|Wesley Sneijder   53' ,,http://thesoccerworldcups.com/games/2010_holland_japan.php
Sweden,Mexico,3,0,|Agne Simonsson   17' |Nils Liedholm  (penalty)  57' |Agne Simonsson   64' ,,http://thesoccerworldcups.com/games/1958_sweden_mexico.php
England,Poland,3,0,|Gary Lineker   9' |Gary Lineker   14' |Gary Lineker   34' ,,http://thesoccerworldcups.com/games/1986_england_poland.php
Argentina,Holland,3,1,|Mario Kempes   38' | |Mario Kempes   105' |Daniel Bertoni   116' ,82'  Dick Nanninga,http://thesoccerworldcups.com/games/1978_argentina_holland.php
Sweden,Soviet Union,2,0,|Kurt Hamrin   49' |Agne Simonsson   88' ,,http://thesoccerworldcups.com/games/1958_sweden_soviet_union.php
Brazil,Mexico,5,0,| Baltazar   23' | Didi   30' | Pinga   34' | Pinga   43' | Julinho   69' ,,http://thesoccerworldcups.com/games/1954_brazil_mexico.php
Argentina,West Germany,1,3,|Omar Oreste Corbatta   2' | | | ,32'  Helmut Rahn40'  Uwe Seeler79'  Helmut Rahn,http://thesoccerworldcups.com/games/1958_argentina_west_germany.php
Cuba,Sweden,0,8,| | | | | | | | ,9'  Tore Keller32'  Gustav Wetterstrom37'  Gustav Wetterstrom44'  Gustav Wetterstrom80'  Tore Keller81'  Tore Keller84'  Arne Nyberg90'  Harry Andersson,http://thesoccerworldcups.com/games/1938_cuba_sweden.php
Spain,USA,3,1,| |Silvestre Igoa   81' |Estanislao Basora   83' | Zarra   89' ,17'  Gino Pariani,http://thesoccerworldcups.com/games/1950_spain_usa.php
England,Austria,2,2,| |John Haynes   56' | |Derek Kevan   73' ,16'  Karl Koller70'  Alfred Koerner,http://thesoccerworldcups.com/games/1958_england_austria.php
Argentina,West Germany,0,1,| ,85'  Andreas Brehme  (penalty),http://thesoccerworldcups.com/games/1990_argentina_west_germany.php
Soviet Union,North Korea,3,0,|Eduard Malofeyev   31' |Anatoli Banishevski   33' |Eduard Malofeyev   88' ,,http://thesoccerworldcups.com/games/1966_soviet_union_north_korea.php
Brazil,Sweden,7,1,| Ademir   17' | Ademir   36' | Chico   39' | Ademir   52' | Ademir   58' | | Maneca   85' | Chico   88' ,67'  Sune Andersson  (penalty),http://thesoccerworldcups.com/games/1950_brazil_sweden.php
Spain,France,1,3,|David Villa  (penalty)  28' | | | ,41'  Franck Ribery83'  Patrick Vieira90'+2'  Zinedine Zidane,http://thesoccerworldcups.com/games/2006_spain_france.php
Argentina,Spain,2,1,|Luis Artime   65' | |Luis Artime   79' ,71'   Pirri,http://thesoccerworldcups.com/games/1966_argentina_spain.php
,,,,,,http://thesoccerworldcups.com/games/1934_czechoslovakia_switzerland.php
Argentina,South Korea,3,1,|Jorge Valdano   6' |Oscar Ruggeri   18' |Jorge Valdano   46' | ,73'  Chang Sun Park,http://thesoccerworldcups.com/games/1986_argentina_south_korea.php
Chile,Cameroon,1,1,|Jose Sierra   20' | ,56'  Patrick Mboma,http://thesoccerworldcups.com/games/1998_chile_cameroon.php
Argentina,Belgium,0,1,| ,62'  Erwin Vandenbergh,http://thesoccerworldcups.com/games/1982_argentina_belgium.php
Brazil,Ghana,3,0,| Ronaldo   5' | Adriano   45'+1' | Ze Roberto   84' ,,http://thesoccerworldcups.com/games/2006_brazil_ghana.php
,,,,,,http://thesoccerworldcups.com/games/1938_switzerland_germany_2.php
Germany,Sweden,2,1,|Karl Hohmann   60' |Karl Hohmann   63' | ,82'  Gosta Dunker,http://thesoccerworldcups.com/games/1934_germany_sweden.php
Uruguay,South Korea,2,1,|Luis Suarez   8' | |Luis Suarez   80' ,68'  Chung Yong Lee,http://thesoccerworldcups.com/games/2010_uruguay_south_korea.php
Argentina,Serbia and Montenegro,6,0,|Maxi Rodriguez   6' |Esteban Cambiasso   31' |Maxi Rodriguez   41' |Hernan Crespo   78' |Carlos Tevez   84' |Lionel Messi   88' ,,http://thesoccerworldcups.com/games/2006_argentina_serbia_and_montenegro.php
Portugal,Brazil,3,1,| Simoes   15' | Eusebio   27' | | Eusebio   85' ,73'   Rildo,http://thesoccerworldcups.com/games/1966_portugal_brazil.php
Brazil,Turkey,2,1,| | Ronaldo   50' | Rivaldo  (penalty)  87' ,45'+2'  Hasan Sas,http://thesoccerworldcups.com/games/2002_brazil_turkey.php
Uruguay,Peru,1,0,|Hector Castro   60' ,,http://thesoccerworldcups.com/games/1930_uruguay_peru.php
,,,,,,http://thesoccerworldcups.com/games/1962_chile_switzerland.php
Brazil,Italy,4,1,| Pelé   18' | | Gerson   66' | Jairzinho   71' | Carlos Alberto   86' ,37'  Roberto Boninsegna,http://thesoccerworldcups.com/games/1970_brazil_italy.php
England,Algeria,0,0,,,http://thesoccerworldcups.com/games/2010_england_algeria.php
Brazil,Poland,6,5,| Leonidas   18' | | Romeu   25' | Peracio   44' | | | Peracio   71' | | Leonidas   93' | Leonidas   104' | ,23'  Fryedryk Szerfke  (penalty)53'  Ernest Wilimowski59'  Ernest Wilimowski89'  Ernest Wilimowski118'  Ernest Wilimowski,http://thesoccerworldcups.com/games/1938_brazil_poland.php
Yugoslavia,France,3,2,| |Aleksandar Petakovic   16' |Toza Veselinovic   63' | |Toza Veselinovic   88' ,4'  Just Fontaine85'  Just Fontaine,http://thesoccerworldcups.com/games/1958_yugoslavia_france.php
Soviet Union,Austria,2,0,|Anatoli Ilyin   15' |Valentin Ivanov   63' ,,http://thesoccerworldcups.com/games/1958_soviet_union_austria.php
England,Paraguay,1,0,|Carlos Gamarra   (own goal) 3' ,,http://thesoccerworldcups.com/games/2006_england_paraguay.php
,,,,,,http://thesoccerworldcups.com/games/2006_japan_croatia.php
Japan,Turkey,0,1,| ,12'  Umit Davala,http://thesoccerworldcups.com/games/2002_japan_turkey.php
West Germany,Chile,1,0,|Paul Breitner   18' ,,http://thesoccerworldcups.com/games/1974_west_germany_chile.php
England,Belgium,1,0,|David Platt   119' ,,http://thesoccerworldcups.com/games/1990_england_belgium.php
,,,,,,http://thesoccerworldcups.com/games/1966_west_germany_switzerland.php
Italy,New Zealand,1,1,| |Vincenzo Iaquinta  (penalty)  29' ,7'  Shane Smeltz,http://thesoccerworldcups.com/games/2010_italy_new_zealand.php
Argentina,Uruguay,1,0,|Pedro Pasculli   42' ,,http://thesoccerworldcups.com/games/1986_argentina_uruguay.php
Nigeria,Italy,1,2,|Emmanuel Amunike   25' | | ,89'  Roberto Baggio100'  Roberto Baggio  (penalty),http://thesoccerworldcups.com/games/1994_nigeria_italy.php
Italy,Australia,1,0,|Francesco Totti  (penalty)  90'+5' ,,http://thesoccerworldcups.com/games/2006_italy_australia.php
Slovakia,Paraguay,0,2,| | ,27'  Enrique Vera86'  Cristian Riveros,http://thesoccerworldcups.com/games/2010_slovakia_paraguay.php
Iraq,Mexico,0,1,| ,54'  Fernando Quirarte,http://thesoccerworldcups.com/games/1986_iraq_mexico.php
