3.|Uruguay|2|3|0|2|1|4|5|-1|No|http://thesoccerworldcups.com/world_cups/2002_group_a.php
4.|France|1|3|0|1|2|0|3|-3|No|http://thesoccerworldcups.com/world_cups/2002_group_a.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1998_group_g.php
1.|Romania|7|3|2|1|0|4|2|2|Yes|http://thesoccerworldcups.com/world_cups/1998_group_g.php
2.|England|6|3|2|0|1|5|2|3|Yes|http://thesoccerworldcups.com/world_cups/1998_group_g.php
3.|Colombia|3|3|1|0|2|1|3|-2|No|http://thesoccerworldcups.com/world_cups/1998_group_g.php
4.|Tunisia|1|3|0|1|2|1|4|-3|No|http://thesoccerworldcups.com/world_cups/1998_group_g.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1994_group_a.php
1.|Romania|6|3|2|0|1|5|5|0|Yes|http://thesoccerworldcups.com/world_cups/1994_group_a.php
2.|Switzerland|4|3|1|1|1|5|4|1|Yes|http://thesoccerworldcups.com/world_cups/1994_group_a.php
3.|USA|4|3|1|1|1|3|3|0|Yes|http://thesoccerworldcups.com/world_cups/1994_group_a.php
4.|Colombia|3|3|1|0|2|4|5|-1|No|http://thesoccerworldcups.com/world_cups/1994_group_a.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1930_group_4.php
1.|USA|4|2|2|0|0|6|0|6|Yes|http://thesoccerworldcups.com/world_cups/1930_group_4.php
2.|Paraguay|2|2|1|0|1|1|3|-2|No|http://thesoccerworldcups.com/world_cups/1930_group_4.php
3.|Belgium|0|2|0|0|2|0|4|-4|No|http://thesoccerworldcups.com/world_cups/1930_group_4.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1930_group_2.php
1.|Yugoslavia|4|2|2|0|0|6|1|5|Yes|http://thesoccerworldcups.com/world_cups/1930_group_2.php
2.|Brazil|2|2|1|0|1|5|2|3|No|http://thesoccerworldcups.com/world_cups/1930_group_2.php
3.|Bolivia|0|2|0|0|2|0|8|-8|No|http://thesoccerworldcups.com/world_cups/1930_group_2.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1994_group_c.php
1.|Germany|7|3|2|1|0|5|3|2|Yes|http://thesoccerworldcups.com/world_cups/1994_group_c.php
2.|Spain|5|3|1|2|0|6|4|2|Yes|http://thesoccerworldcups.com/world_cups/1994_group_c.php
3.|South Korea|2|3|0|2|1|4|5|-1|No|http://thesoccerworldcups.com/world_cups/1994_group_c.php
4.|Bolivia|1|3|0|1|2|1|4|-3|No|http://thesoccerworldcups.com/world_cups/1994_group_c.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/2010_group_b.php
1.|Argentina|9|3|3|0|0|7|1|6|Yes|http://thesoccerworldcups.com/world_cups/2010_group_b.php
2.|South Korea|4|3|1|1|1|5|6|-1|Yes|http://thesoccerworldcups.com/world_cups/2010_group_b.php
3.|Greece|3|3|1|0|2|2|5|-3|No|http://thesoccerworldcups.com/world_cups/2010_group_b.php
4.|Nigeria|1|3|0|1|2|3|5|-2|No|http://thesoccerworldcups.com/world_cups/2010_group_b.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1966_group_2.php
1.|West Germany|5|3|2|1|0|7|1|6|Yes|http://thesoccerworldcups.com/world_cups/1966_group_2.php
2.|Argentina|5|3|2|1|0|4|1|3|Yes|http://thesoccerworldcups.com/world_cups/1966_group_2.php
3.|Spain|2|3|1|0|2|4|5|-1|No|http://thesoccerworldcups.com/world_cups/1966_group_2.php
4.|Switzerland|0|3|0|0|3|1|9|-8|No|http://thesoccerworldcups.com/world_cups/1966_group_2.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1974_group_a.php
1.|Holland|6|3|3|0|0|8|0|8|Yes|http://thesoccerworldcups.com/world_cups/1974_group_a.php
2.|Brazil|4|3|2|0|1|3|3|0|Yes|http://thesoccerworldcups.com/world_cups/1974_group_a.php
3.|East Germany|1|3|0|1|2|1|4|-3|No|http://thesoccerworldcups.com/world_cups/1974_group_a.php
4.|Argentina|1|3|0|1|2|2|7|-5|No|http://thesoccerworldcups.com/world_cups/1974_group_a.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/2010_group_a.php
1.|Uruguay|7|3|2|1|0|4|0|4|Yes|http://thesoccerworldcups.com/world_cups/2010_group_a.php
2.|Mexico|4|3|1|1|1|3|2|1|Yes|http://thesoccerworldcups.com/world_cups/2010_group_a.php
3.|South Africa|4|3|1|1|1|3|5|-2|No|http://thesoccerworldcups.com/world_cups/2010_group_a.php
4.|France|1|3|0|1|2|1|4|-3|No|http://thesoccerworldcups.com/world_cups/2010_group_a.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1950_group_f.php
1.|Uruguay|5|3|2|1|0|7|5|2|Yes|http://thesoccerworldcups.com/world_cups/1950_group_f.php
2.|Brazil|4|3|2|0|1|14|4|10|No|http://thesoccerworldcups.com/world_cups/1950_group_f.php
3.|Sweden|2|3|1|0|2|6|11|-5|No|http://thesoccerworldcups.com/world_cups/1950_group_f.php
4.|Spain|1|3|0|1|2|4|11|-7|No|http://thesoccerworldcups.com/world_cups/1950_group_f.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/2014_group_e.php
0.|Ecuador|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_e.php
0.|France|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_e.php
0.|Honduras|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_e.php
0.|Switzerland|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_e.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1962_group_4.php
1.|Hungary|5|3|2|1|0|8|2|6|Yes|http://thesoccerworldcups.com/world_cups/1962_group_4.php
2.|England|3|3|1|1|1|4|3|1|Yes|http://thesoccerworldcups.com/world_cups/1962_group_4.php
3.|Argentina|3|3|1|1|1|2|3|-1|No|http://thesoccerworldcups.com/world_cups/1962_group_4.php
4.|Bulgaria|1|3|0|1|2|1|7|-6|No|http://thesoccerworldcups.com/world_cups/1962_group_4.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1998_group_a.php
1.|Brazil|6|3|2|0|1|6|3|3|Yes|http://thesoccerworldcups.com/world_cups/1998_group_a.php
2.|Norway|5|3|1|2|0|5|4|1|Yes|http://thesoccerworldcups.com/world_cups/1998_group_a.php
3.|Morocco|4|3|1|1|1|5|5|0|No|http://thesoccerworldcups.com/world_cups/1998_group_a.php
4.|Scotland|1|3|0|1|2|2|6|-4|No|http://thesoccerworldcups.com/world_cups/1998_group_a.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1974_group_b.php
1.|West Germany|6|3|3|0|0|7|2|5|Yes|http://thesoccerworldcups.com/world_cups/1974_group_b.php
2.|Poland|4|3|2|0|1|3|2|1|Yes|http://thesoccerworldcups.com/world_cups/1974_group_b.php
3.|Sweden|2|3|1|0|2|4|6|-2|No|http://thesoccerworldcups.com/world_cups/1974_group_b.php
4.|Yugoslavia|0|3|0|0|3|2|6|-4|No|http://thesoccerworldcups.com/world_cups/1974_group_b.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/2014_group_c.php
0.|Ivory Coast|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_c.php
0.|Colombia|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_c.php
0.|Greece|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_c.php
0.|Japan|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_c.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1966_group_1.php
1.|England|5|3|2|1|0|4|0|4|Yes|http://thesoccerworldcups.com/world_cups/1966_group_1.php
2.|Uruguay|4|3|1|2|0|2|1|1|Yes|http://thesoccerworldcups.com/world_cups/1966_group_1.php
3.|Mexico|2|3|0|2|1|1|3|-2|No|http://thesoccerworldcups.com/world_cups/1966_group_1.php
4.|France|1|3|0|1|2|2|5|-3|No|http://thesoccerworldcups.com/world_cups/1966_group_1.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/2014_group_a.php
0.|Brazil|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_a.php
0.|Cameroon|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_a.php
0.|Croatia|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_a.php
0.|Mexico|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_a.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1974_group_4.php
1.|Poland|6|3|3|0|0|12|3|9|Yes|http://thesoccerworldcups.com/world_cups/1974_group_4.php
2.|Argentina|3|3|1|1|1|7|5|2|Yes|http://thesoccerworldcups.com/world_cups/1974_group_4.php
3.|Italy|3|3|1|1|1|5|4|1|No|http://thesoccerworldcups.com/world_cups/1974_group_4.php
4.|Haiti|0|3|0|0|3|2|14|-12|No|http://thesoccerworldcups.com/world_cups/1974_group_4.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/2014_group_h.php
0.|Algeria|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_h.php
0.|Belgium|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_h.php
0.|South Korea|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_h.php
0.|Russia|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_h.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1982_group_4.php
1.|France|4|2|2|0|0|5|1|4|Yes|http://thesoccerworldcups.com/world_cups/1982_group_4.php
2.|Austria|1|2|0|1|1|2|3|-1|No|http://thesoccerworldcups.com/world_cups/1982_group_4.php
3.|Northern Ireland|1|2|0|1|1|3|6|-3|No|http://thesoccerworldcups.com/world_cups/1982_group_4.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1986_group_e.php
1.|Denmark|6|3|3|0|0|9|1|8|Yes|http://thesoccerworldcups.com/world_cups/1986_group_e.php
2.|West Germany|3|3|1|1|1|3|4|-1|Yes|http://thesoccerworldcups.com/world_cups/1986_group_e.php
3.|Uruguay|2|3|0|2|1|2|7|-5|Yes|http://thesoccerworldcups.com/world_cups/1986_group_e.php
4.|Scotland|1|3|0|1|2|1|3|-2|No|http://thesoccerworldcups.com/world_cups/1986_group_e.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1950_group_2.php
1.|Spain|6|3|3|0|0|6|1|5|Yes|http://thesoccerworldcups.com/world_cups/1950_group_2.php
2.|England|2|3|1|0|2|2|2|0|No|http://thesoccerworldcups.com/world_cups/1950_group_2.php
3.|Chile|2|3|1|0|2|5|6|-1|No|http://thesoccerworldcups.com/world_cups/1950_group_2.php
4.|USA|2|3|1|0|2|4|8|-4|No|http://thesoccerworldcups.com/world_cups/1950_group_2.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/2014_group_d.php
0.|Costa Rica|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_d.php
0.|England|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_d.php
0.|Italy|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_d.php
0.|Uruguay|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_d.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1958_group_4.php
1.|Brazil|5|3|2|1|0|5|0|5|Yes|http://thesoccerworldcups.com/world_cups/1958_group_4.php
2.|Soviet Union|3|3|1|1|1|4|4|0|Yes|http://thesoccerworldcups.com/world_cups/1958_group_4.php
3.|England|3|3|0|3|0|4|4|0|No|http://thesoccerworldcups.com/world_cups/1958_group_4.php
4.|Austria|1|3|0|1|2|2|7|-5|No|http://thesoccerworldcups.com/world_cups/1958_group_4.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/2006_group_d.php
1.|Portugal|9|3|3|0|0|5|1|4|Yes|http://thesoccerworldcups.com/world_cups/2006_group_d.php
2.|Mexico|4|3|1|1|1|4|3|1|Yes|http://thesoccerworldcups.com/world_cups/2006_group_d.php
3.|Angola|2|3|0|2|1|1|2|-1|No|http://thesoccerworldcups.com/world_cups/2006_group_d.php
4.|Iran|1|3|0|1|2|2|6|-4|No|http://thesoccerworldcups.com/world_cups/2006_group_d.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1978_group_2.php
1.|Poland|5|3|2|1|0|4|1|3|Yes|http://thesoccerworldcups.com/world_cups/1978_group_2.php
2.|West Germany|4|3|1|2|0|6|0|6|Yes|http://thesoccerworldcups.com/world_cups/1978_group_2.php
3.|Tunisia|3|3|1|1|1|3|2|1|No|http://thesoccerworldcups.com/world_cups/1978_group_2.php
4.|Mexico|0|3|0|0|3|2|12|-10|No|http://thesoccerworldcups.com/world_cups/1978_group_2.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1954_group_2.php
1.|Hungary|4|2|2|0|0|17|3|14|Yes|http://thesoccerworldcups.com/world_cups/1954_group_2.php
2.|West Germany|2|2|1|0|1|7|9|-2|Yes|http://thesoccerworldcups.com/world_cups/1954_group_2.php
3.|Turkey|2|2|1|0|1|8|4|4|No|http://thesoccerworldcups.com/world_cups/1954_group_2.php
4.|South Korea|0|2|0|0|2|0|16|-16|No|http://thesoccerworldcups.com/world_cups/1954_group_2.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/2002_group_d.php
1.|South Korea|7|3|2|1|0|4|1|3|Yes|http://thesoccerworldcups.com/world_cups/2002_group_d.php
2.|USA|4|3|1|1|1|5|6|-1|Yes|http://thesoccerworldcups.com/world_cups/2002_group_d.php
3.|Portugal|3|3|1|0|2|6|4|2|No|http://thesoccerworldcups.com/world_cups/2002_group_d.php
4.|Poland|3|3|1|0|2|3|7|-4|No|http://thesoccerworldcups.com/world_cups/2002_group_d.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1982_group_a.php
1.|Poland|4|3|1|2|0|5|1|4|Yes|http://thesoccerworldcups.com/world_cups/1982_group_a.php
2.|Italy|3|3|0|3|0|2|2|0|Yes|http://thesoccerworldcups.com/world_cups/1982_group_a.php
3.|Cameroon|3|3|0|3|0|1|1|0|No|http://thesoccerworldcups.com/world_cups/1982_group_a.php
4.|Peru|2|3|0|2|1|2|6|-4|No|http://thesoccerworldcups.com/world_cups/1982_group_a.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/2002_group_h.php
1.|Japan|7|3|2|1|0|5|2|3|Yes|http://thesoccerworldcups.com/world_cups/2002_group_h.php
2.|Belgium|5|3|1|2|0|6|5|1|Yes|http://thesoccerworldcups.com/world_cups/2002_group_h.php
3.|Russia|3|3|1|0|2|4|4|0|No|http://thesoccerworldcups.com/world_cups/2002_group_h.php
4.|Tunisia|1|3|0|1|2|1|5|-4|No|http://thesoccerworldcups.com/world_cups/2002_group_h.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1978_group_a.php
1.|Holland|5|3|2|1|0|9|4|5|Yes|http://thesoccerworldcups.com/world_cups/1978_group_a.php
2.|Italy|3|3|1|1|1|2|2|0|Yes|http://thesoccerworldcups.com/world_cups/1978_group_a.php
3.|West Germany|2|3|0|2|1|4|5|-1|No|http://thesoccerworldcups.com/world_cups/1978_group_a.php
4.|Austria|2|3|1|0|2|4|8|-4|No|http://thesoccerworldcups.com/world_cups/1978_group_a.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/2002_group_f.php
1.|Sweden|5|3|1|2|0|4|3|1|Yes|http://thesoccerworldcups.com/world_cups/2002_group_f.php
2.|England|5|3|1|2|0|2|1|1|Yes|http://thesoccerworldcups.com/world_cups/2002_group_f.php
3.|Argentina|4|3|1|1|1|2|2|0|No|http://thesoccerworldcups.com/world_cups/2002_group_f.php
4.|Nigeria|1|3|0|1|2|1|3|-2|No|http://thesoccerworldcups.com/world_cups/2002_group_f.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1998_group_b.php
1.|Italy|7|3|2|1|0|7|3|4|Yes|http://thesoccerworldcups.com/world_cups/1998_group_b.php
2.|Chile|3|3|0|3|0|4|4|0|Yes|http://thesoccerworldcups.com/world_cups/1998_group_b.php
3.|Austria|2|3|0|2|1|3|4|-1|No|http://thesoccerworldcups.com/world_cups/1998_group_b.php
4.|Cameroon|2|3|0|2|1|2|5|-3|No|http://thesoccerworldcups.com/world_cups/1998_group_b.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1958_group_1.php
1.|West Germany|4|3|1|2|0|7|5|2|Yes|http://thesoccerworldcups.com/world_cups/1958_group_1.php
2.|Northern Ireland|3|3|1|1|1|4|5|-1|Yes|http://thesoccerworldcups.com/world_cups/1958_group_1.php
3.|Czechoslovakia|3|3|1|1|1|8|4|4|No|http://thesoccerworldcups.com/world_cups/1958_group_1.php
4.|Argentina|2|3|1|0|2|5|10|-5|No|http://thesoccerworldcups.com/world_cups/1958_group_1.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1998_group_f.php
1.|Germany|7|3|2|1|0|6|2|4|Yes|http://thesoccerworldcups.com/world_cups/1998_group_f.php
2.|FR of Yugoslavia|7|3|2|1|0|4|2|2|Yes|http://thesoccerworldcups.com/world_cups/1998_group_f.php
3.|Iran|3|3|1|0|2|2|4|-2|No|http://thesoccerworldcups.com/world_cups/1998_group_f.php
4.|USA|0|3|0|0|3|1|5|-4|No|http://thesoccerworldcups.com/world_cups/1998_group_f.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1986_group_f.php
1.|Morocco|4|3|1|2|0|3|1|2|Yes|http://thesoccerworldcups.com/world_cups/1986_group_f.php
2.|England|3|3|1|1|1|3|1|2|Yes|http://thesoccerworldcups.com/world_cups/1986_group_f.php
3.|Poland|3|3|1|1|1|1|3|-2|Yes|http://thesoccerworldcups.com/world_cups/1986_group_f.php
4.|Portugal|2|3|1|0|2|2|4|-2|No|http://thesoccerworldcups.com/world_cups/1986_group_f.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1970_group_4.php
1.|West Germany|6|3|3|0|0|10|4|6|Yes|http://thesoccerworldcups.com/world_cups/1970_group_4.php
2.|Peru|4|3|2|0|1|7|5|2|Yes|http://thesoccerworldcups.com/world_cups/1970_group_4.php
3.|Bulgaria|1|3|0|1|2|5|9|-4|No|http://thesoccerworldcups.com/world_cups/1970_group_4.php
4.|Morocco|1|3|0|1|2|2|6|-4|No|http://thesoccerworldcups.com/world_cups/1970_group_4.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/2002_group_g.php
1.|Mexico|7|3|2|1|0|4|2|2|Yes|http://thesoccerworldcups.com/world_cups/2002_group_g.php
2.|Italy|4|3|1|1|1|4|3|1|Yes|http://thesoccerworldcups.com/world_cups/2002_group_g.php
3.|Croatia|3|3|1|0|2|2|3|-1|No|http://thesoccerworldcups.com/world_cups/2002_group_g.php
4.|Ecuador|3|3|1|0|2|2|4|-2|No|http://thesoccerworldcups.com/world_cups/2002_group_g.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1994_group_f.php
1.|Holland|6|3|2|0|1|4|3|1|Yes|http://thesoccerworldcups.com/world_cups/1994_group_f.php
2.|Saudi Arabia|6|3|2|0|1|4|3|1|Yes|http://thesoccerworldcups.com/world_cups/1994_group_f.php
3.|Belgium|6|3|2|0|1|2|1|1|Yes|http://thesoccerworldcups.com/world_cups/1994_group_f.php
4.|Morocco|0|3|0|0|3|2|5|-3|No|http://thesoccerworldcups.com/world_cups/1994_group_f.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1982_group_e.php
1.|Northern Ireland|4|3|1|2|0|2|1|1|Yes|http://thesoccerworldcups.com/world_cups/1982_group_e.php
2.|Spain|3|3|1|1|1|3|3|0|Yes|http://thesoccerworldcups.com/world_cups/1982_group_e.php
3.|Yugoslavia|3|3|1|1|1|2|2|0|No|http://thesoccerworldcups.com/world_cups/1982_group_e.php
4.|Honduras|2|3|0|2|1|2|3|-1|No|http://thesoccerworldcups.com/world_cups/1982_group_e.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/2006_group_h.php
1.|Spain|9|3|3|0|0|8|1|7|Yes|http://thesoccerworldcups.com/world_cups/2006_group_h.php
2.|Ukraine|6|3|2|0|1|5|4|1|Yes|http://thesoccerworldcups.com/world_cups/2006_group_h.php
3.|Tunisia|1|3|0|1|2|3|6|-3|No|http://thesoccerworldcups.com/world_cups/2006_group_h.php
4.|Saudi Arabia|1|3|0|1|2|2|7|-5|No|http://thesoccerworldcups.com/world_cups/2006_group_h.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/2010_group_g.php
1.|Brazil|7|3|2|1|0|5|2|3|Yes|http://thesoccerworldcups.com/world_cups/2010_group_g.php
2.|Portugal|5|3|1|2|0|7|0|7|Yes|http://thesoccerworldcups.com/world_cups/2010_group_g.php
3.|Ivory Coast|4|3|1|1|1|4|3|1|No|http://thesoccerworldcups.com/world_cups/2010_group_g.php
4.|North Korea|0|3|0|0|3|1|12|-11|No|http://thesoccerworldcups.com/world_cups/2010_group_g.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/2010_group_f.php
1.|Paraguay|5|3|1|2|0|3|1|2|Yes|http://thesoccerworldcups.com/world_cups/2010_group_f.php
2.|Slovakia|4|3|1|1|1|4|5|-1|Yes|http://thesoccerworldcups.com/world_cups/2010_group_f.php
3.|New Zealand|3|3|0|3|0|2|2|0|No|http://thesoccerworldcups.com/world_cups/2010_group_f.php
4.|Italy|2|3|0|2|1|4|5|-1|No|http://thesoccerworldcups.com/world_cups/2010_group_f.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/2006_group_e.php
1.|Italy|7|3|2|1|0|5|1|4|Yes|http://thesoccerworldcups.com/world_cups/2006_group_e.php
2.|Ghana|6|3|2|0|1|4|3|1|Yes|http://thesoccerworldcups.com/world_cups/2006_group_e.php
3.|Czech Republic|3|3|1|0|2|3|4|-1|No|http://thesoccerworldcups.com/world_cups/2006_group_e.php
4.|USA|1|3|0|1|2|2|6|-4|No|http://thesoccerworldcups.com/world_cups/2006_group_e.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1982_group_c.php
1.|Belgium|5|3|2|1|0|3|1|2|Yes|http://thesoccerworldcups.com/world_cups/1982_group_c.php
2.|Argentina|4|3|2|0|1|6|2|4|Yes|http://thesoccerworldcups.com/world_cups/1982_group_c.php
3.|Hungary|3|3|1|1|1|12|6|6|No|http://thesoccerworldcups.com/world_cups/1982_group_c.php
4.|El Salvador|0|3|0|0|3|1|13|-12|No|http://thesoccerworldcups.com/world_cups/1982_group_c.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1962_group_1.php
1.|Soviet Union|5|3|2|1|0|8|5|3|Yes|http://thesoccerworldcups.com/world_cups/1962_group_1.php
2.|Yugoslavia|4|3|2|0|1|8|3|5|Yes|http://thesoccerworldcups.com/world_cups/1962_group_1.php
3.|Uruguay|2|3|1|0|2|4|6|-2|No|http://thesoccerworldcups.com/world_cups/1962_group_1.php
4.|Colombia|1|3|0|1|2|5|11|-6|No|http://thesoccerworldcups.com/world_cups/1962_group_1.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1986_group_b.php
1.|Mexico|5|3|2|1|0|4|2|2|Yes|http://thesoccerworldcups.com/world_cups/1986_group_b.php
2.|Paraguay|4|3|1|2|0|4|3|1|Yes|http://thesoccerworldcups.com/world_cups/1986_group_b.php
3.|Belgium|3|3|1|1|1|5|5|0|Yes|http://thesoccerworldcups.com/world_cups/1986_group_b.php
4.|Iraq|0|3|0|0|3|1|4|-3|No|http://thesoccerworldcups.com/world_cups/1986_group_b.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1986_group_d.php
1.|Brazil|6|3|3|0|0|5|0|5|Yes|http://thesoccerworldcups.com/world_cups/1986_group_d.php
2.|Spain|4|3|2|0|1|5|2|3|Yes|http://thesoccerworldcups.com/world_cups/1986_group_d.php
3.|Northern Ireland|1|3|0|1|2|2|6|-4|No|http://thesoccerworldcups.com/world_cups/1986_group_d.php
4.|Algeria|1|3|0|1|2|1|5|-4|No|http://thesoccerworldcups.com/world_cups/1986_group_d.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/2010_group_h.php
1.|Spain|6|3|2|0|1|4|2|2|Yes|http://thesoccerworldcups.com/world_cups/2010_group_h.php
2.|Chile|6|3|2|0|1|3|2|1|Yes|http://thesoccerworldcups.com/world_cups/2010_group_h.php
3.|Switzerland|4|3|1|1|1|1|1|0|No|http://thesoccerworldcups.com/world_cups/2010_group_h.php
4.|Honduras|1|3|0|1|2|0|3|-3|No|http://thesoccerworldcups.com/world_cups/2010_group_h.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1970_group_1.php
1.|Soviet Union|5|3|2|1|0|6|1|5|Yes|http://thesoccerworldcups.com/world_cups/1970_group_1.php
2.|Mexico|5|3|2|1|0|5|0|5|Yes|http://thesoccerworldcups.com/world_cups/1970_group_1.php
3.|Belgium|2|3|1|0|2|4|5|-1|No|http://thesoccerworldcups.com/world_cups/1970_group_1.php
4.|El Salvador|0|3|0|0|3|0|9|-9|No|http://thesoccerworldcups.com/world_cups/1970_group_1.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/2014_group_b.php
0.|Australia|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_b.php
0.|Chile|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_b.php
0.|Spain|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_b.php
0.|Holland|0|0|0|0|0|0|0|0|No|http://thesoccerworldcups.com/world_cups/2014_group_b.php
||PTS|GP|W|D|L|GS|GA|GD||http://thesoccerworldcups.com/world_cups/1966_group_4.php
1.|Soviet Union|6|3|3|0|0|6|1|5|Yes|http://thesoccerworldcups.com/world_cups/1966_group_4.php
2.|North Korea|3|3|1|1|1|2|4|-2|Yes|http://thesoccerworldcups.com/world_cups/1966_group_4.php
